Id,SalePrice
1461,125948.6171875
1462,166616.421875
1463,170094.5625
1464,185589.09375
1465,194001.5625
1466,174820.5625
1467,157025.5
1468,162238.546875
1469,180386.3125
1470,123149.8046875
1471,204206.78125
1472,94601.9453125
1473,92152.78125
1474,157703.875
1475,133909.921875
1476,384487.21875
1477,256978.296875
1478,306373.75
1479,242079.046875
1480,516317.15625
1481,323428.65625
1482,216035.484375
1483,167126.828125
1484,174509.390625
1485,178631.953125
1486,191965.09375
1487,339216.4375
1488,239605.140625
1489,201669.0625
1490,218603.0625
1491,194300.640625
1492,97071.8984375
1493,182903.96875
1494,313262.625
1495,292055.21875
1496,218059.28125
1497,178069.609375
1498,165484.046875
1499,160433.421875
1500,150987.078125
1501,173698.328125
1502,144757.171875
1503,300058.6875
1504,226655.375
1505,225590.75
1506,168516.828125
1507,235146.015625
1508,193543.765625
1509,154355.25
1510,151034.671875
1511,148394.796875
1512,176823.984375
1513,155945.59375
1514,170293.921875
1515,188944.09375
1516,159290.46875
1517,149031.25
1518,136776.796875
1519,216319.75
1520,140675.953125
1521,141775.578125
1522,171528.0
1523,109054.2578125
1524,112493.6640625
1525,123691.453125
1526,130797.359375
1527,88280.4609375
1528,124189.15625
1529,143634.875
1530,167891.734375
1531,101855.3671875
1532,105746.4765625
1533,158633.203125
1534,108659.0546875
1535,156934.921875
1536,105520.671875
1537,99242.8515625
1538,177334.375
1539,207978.421875
1540,112545.4375
1541,139041.546875
1542,138303.421875
1543,225188.71875
1544,84134.5078125
1545,116240.375
1546,130428.28125
1547,150854.203125
1548,133537.890625
1549,108758.015625
1550,149691.359375
1551,127703.4921875
1552,127314.0390625
1553,147649.6875
1554,98010.4375
1555,161873.15625
1556,105735.7265625
1557,115394.4375
1558,100875.9453125
1559,112687.453125
1560,143773.609375
1561,148596.515625
1562,129694.0546875
1563,124842.3125
1564,158667.046875
1565,150768.359375
1566,201369.640625
1567,91904.84375
1568,214483.859375
1569,132013.28125
1570,131330.0625
1571,126586.15625
1572,136718.59375
1573,245197.0
1574,134906.21875
1575,202590.59375
1576,216605.296875
1577,195372.671875
1578,137995.25
1579,150177.890625
1580,188607.921875
1581,144539.171875
1582,132291.359375
1583,356729.84375
1584,227198.453125
1585,143858.8125
1586,69889.3203125
1587,95900.640625
1588,140973.171875
1589,98615.7421875
1590,134081.5625
1591,97139.625
1592,117043.546875
1593,125978.1796875
1594,150096.359375
1595,139009.375
1596,245275.515625
1597,176055.390625
1598,212357.78125
1599,190432.734375
1600,191429.171875
1601,61290.0546875
1602,104651.671875
1603,77013.6640625
1604,272693.25
1605,253639.140625
1606,157762.109375
1607,164638.078125
1608,224508.53125
1609,191538.0
1610,151413.34375
1611,149754.1875
1612,165233.1875
1613,156853.875
1614,120905.53125
1615,77378.7578125
1616,73712.6640625
1617,86213.0
1618,122516.546875
1619,142124.296875
1620,181953.8125
1621,137770.765625
1622,131778.40625
1623,279753.3125
1624,212236.703125
1625,137621.46875
1626,161780.0625
1627,182054.890625
1628,275827.375
1629,180464.046875
1630,363541.75
1631,223420.125
1632,276320.34375
1633,166076.703125
1634,182804.921875
1635,189856.171875
1636,156411.09375
1637,177927.609375
1638,224878.1875
1639,171235.15625
1640,261232.796875
1641,177321.1875
1642,228363.328125
1643,219503.609375
1644,222056.3125
1645,185351.34375
1646,157477.640625
1647,166385.15625
1648,133467.015625
1649,130236.1953125
1650,121381.5625
1651,114892.734375
1652,98885.2109375
1653,99133.1953125
1654,154132.671875
1655,158228.984375
1656,149767.75
1657,154074.75
1658,145175.109375
1659,141098.09375
1660,147536.765625
1661,469030.6875
1662,444518.78125
1663,409979.75
1664,582780.625
1665,334018.03125
1666,316212.40625
1667,350222.25
1668,355912.6875
1669,313192.8125
1670,360017.84375
1671,251678.421875
1672,504512.5
1673,298573.09375
1674,249834.921875
1675,177415.125
1676,190175.96875
1677,219921.53125
1678,536191.9375
1679,410434.78125
1680,356878.6875
1681,278677.4375
1682,290305.75
1683,172208.75
1684,181402.65625
1685,177883.8125
1686,171012.171875
1687,170193.203125
1688,189017.65625
1689,190552.359375
1690,192919.71875
1691,181543.859375
1692,276973.78125
1693,169397.90625
1694,183443.015625
1695,166435.5625
1696,282570.84375
1697,168372.75
1698,385627.15625
1699,370788.375
1700,243565.96875
1701,273131.75
1702,278286.15625
1703,255521.875
1704,312545.78125
1705,238780.53125
1706,514999.1875
1707,209885.078125
1708,206648.953125
1709,282410.8125
1710,228519.640625
1711,257764.703125
1712,239901.953125
1713,270922.0625
1714,233206.84375
1715,212532.546875
1716,181826.171875
1717,182243.328125
1718,145625.03125
1719,194866.75
1720,246305.046875
1721,177462.59375
1722,138305.859375
1723,163445.328125
1724,207639.015625
1725,248582.4375
1726,179211.890625
1727,152284.078125
1728,198951.328125
1729,150841.453125
1730,163817.578125
1731,134877.59375
1732,131738.578125
1733,123590.375
1734,130408.1484375
1735,130454.984375
1736,123730.1796875
1737,364272.53125
1738,213556.9375
1739,323267.28125
1740,214327.359375
1741,191881.25
1742,173698.328125
1743,180251.046875
1744,294106.15625
1745,212773.5625
1746,259156.21875
1747,228257.0625
1748,207514.59375
1749,147286.625
1750,141810.390625
1751,228597.046875
1752,123187.5234375
1753,142460.703125
1754,216281.4375
1755,165660.59375
1756,129185.6953125
1757,117168.734375
1758,148145.375
1759,173867.0625
1760,163482.921875
1761,161893.375
1762,172367.234375
1763,180822.171875
1764,119391.0078125
1765,181679.671875
1766,180171.640625
1767,222308.125
1768,140700.53125
1769,170780.25
1770,140624.65625
1771,130126.7265625
1772,143774.125
1773,145984.34375
1774,141059.84375
1775,123783.9375
1776,126142.8359375
1777,108153.4453125
1778,129026.1875
1779,107453.84375
1780,169562.09375
1781,123010.4296875
1782,102296.1484375
1783,117871.8828125
1784,82276.9140625
1785,121110.7421875
1786,155119.453125
1787,159539.296875
1788,67977.9921875
1789,105855.6953125
1790,58543.4765625
1791,200621.8125
1792,139891.484375
1793,139925.59375
1794,142242.015625
1795,133732.5625
1796,120282.0546875
1797,125317.2578125
1798,119524.546875
1799,111372.2265625
1800,118167.03125
1801,119649.1796875
1802,142149.390625
1803,153287.71875
1804,135635.40625
1805,138324.734375
1806,104810.96875
1807,145638.28125
1808,128033.6015625
1809,108305.4765625
1810,141837.734375
1811,93484.3125
1812,110007.5546875
1813,112033.28125
1814,88551.7109375
1815,62669.52734375
1816,89656.375
1817,128424.9921875
1818,147214.765625
1819,119670.21875
1820,71884.7890625
1821,106656.75
1822,147472.765625
1823,58333.46875
1824,142574.140625
1825,131557.796875
1826,97683.65625
1827,99201.8515625
1828,135878.46875
1829,102773.5625
1830,140329.609375
1831,155882.609375
1832,92988.8046875
1833,159330.109375
1834,111377.4609375
1835,140738.296875
1836,124927.203125
1837,96551.6484375
1838,125242.46875
1839,63875.1484375
1840,156098.375
1841,143812.921875
1842,99072.203125
1843,144748.34375
1844,128162.1328125
1845,140332.65625
1846,150822.015625
1847,161658.515625
1848,61755.16796875
1849,118767.0234375
1850,123878.6171875
1851,158014.25
1852,127969.71875
1853,134873.265625
1854,171260.1875
1855,160898.515625
1856,213109.046875
1857,178413.109375
1858,144607.171875
1859,123364.8046875
1860,156507.171875
1861,123364.8046875
1862,321296.625
1863,320859.6875
1864,320859.6875
1865,329397.21875
1866,363090.46875
1867,252453.578125
1868,292664.25
1869,212028.390625
1870,258237.765625
1871,246413.8125
1872,174135.09375
1873,227562.59375
1874,141359.453125
1875,201716.109375
1876,191535.125
1877,209426.671875
1878,204254.21875
1879,129532.4609375
1880,132783.1875
1881,222804.0
1882,257988.390625
1883,191078.796875
1884,204255.78125
1885,253149.375
1886,281014.15625
1887,207412.234375
1888,279570.53125
1889,171889.8125
1890,132641.1875
1891,136154.03125
1892,112378.8984375
1893,129599.515625
1894,125616.1875
1895,145912.453125
1896,124445.7421875
1897,125096.3359375
1898,107228.8515625
1899,148002.03125
1900,161195.078125
1901,177174.1875
1902,168873.78125
1903,236909.4375
1904,166323.265625
1905,225761.75
1906,177497.859375
1907,242877.453125
1908,114837.28125
1909,132141.4375
1910,116229.328125
1911,233427.484375
1912,311027.75
1913,142267.15625
1914,64269.01171875
1915,315207.625
1916,69320.1171875
1917,270601.625
1918,135945.15625
1919,151457.359375
1920,154432.875
1921,421125.46875
1922,334884.71875
1923,192807.34375
1924,228275.125
1925,215529.859375
1926,420303.0625
1927,134278.640625
1928,154689.78125
1929,120937.6875
1930,122718.3203125
1931,144674.15625
1932,139085.625
1933,167985.171875
1934,176694.21875
1935,170017.734375
1936,176895.484375
1937,179649.984375
1938,175180.578125
1939,254322.5
1940,195046.234375
1941,171298.46875
1942,194388.34375
1943,210980.203125
1944,325977.8125
1945,365303.125
1946,166902.171875
1947,352813.71875
1948,192780.53125
1949,230437.59375
1950,171950.421875
1951,254263.171875
1952,234681.1875
1953,173633.40625
1954,201735.984375
1955,134847.765625
1956,286366.28125
1957,155049.84375
1958,314529.28125
1959,143464.109375
1960,111325.484375
1961,131737.328125
1962,94928.109375
1963,95724.4375
1964,112089.6015625
1965,140181.625
1966,144654.03125
1967,280981.875
1968,500682.96875
1969,395014.34375
1970,491044.84375
1971,445101.40625
1972,388166.90625
1973,268881.53125
1974,317043.78125
1975,536451.875
1976,266316.8125
1977,332196.09375
1978,381188.59375
1979,376430.21875
1980,196212.296875
1981,348776.96875
1982,235066.53125
1983,213336.796875
1984,165456.9375
1985,212413.484375
1986,221081.53125
1987,169143.921875
1988,179407.640625
1989,192652.453125
1990,217285.3125
1991,220603.125
1992,202064.34375
1993,171858.96875
1994,244144.921875
1995,186062.0625
1996,257202.875
1997,309456.5
1998,369984.15625
1999,250425.5625
2000,296301.53125
2001,270184.125
2002,249050.046875
2003,261405.546875
2004,271454.8125
2005,231303.578125
2006,217961.71875
2007,254309.5625
2008,208328.765625
2009,193925.796875
2010,198244.859375
2011,165303.84375
2012,178274.34375
2013,179804.21875
2014,186022.421875
2015,206134.109375
2016,193595.765625
2017,193309.15625
2018,133004.140625
2019,132294.703125
2020,125817.8828125
2021,116420.21875
2022,187583.953125
2023,156590.875
2024,238295.8125
2025,391598.4375
2026,170940.28125
2027,153738.5
2028,166596.546875
2029,166118.59375
2030,284546.34375
2031,252178.359375
2032,282218.53125
2033,282349.8125
2034,166760.375
2035,211678.6875
2036,188789.515625
2037,185697.078125
2038,331854.59375
2039,238897.5625
2040,419716.25
2041,265436.46875
2042,194449.75
2043,150092.921875
2044,158571.015625
2045,213343.734375
